Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Sovereign Of The Seas,2017,1,2,720,0,37,5.87027,2,159,"Area Movement, Dice Rolling, Simulation",Wargames
Manhunt,1972,2,4,90,8,52,5.73481,1.4,185,"Deduction, Paper-and-Pencil, Race, Roll / Spin and Move, Take That, Team-Based Game, Track Movement, Variable Set-up",
Pitch Six,2003,3,6,30,12,92,5.5462,1.7143,366,Trick-taking,
Mine!,1993,3,5,60,13,51,5.47451,2.4,154,"Auction/Bidding, Simulation",
Star Wars: Rule the Galaxy,2015,1,4,30,6,60,5.47833,1,96,Tile Placement,
Convocados,2011,2,2,25,8,41,5.68661,1.3333,79,"Card Drafting, Hand Management",
nullern,2013,2,7,0,8,47,5.59894,1.75,76,Trick-taking,
Reanimator,2018,1,4,90,14,31,5.71355,0,114,"Area Majority / Influence, Cooperative Game, Push Your Luck, Storytelling",
La Trel,1994,2,2,60,10,51,5.52176,1.75,199,,Abstract Games
Battlecards: World Conflict - Pacific Theatre: Starter Set,2003,2,8,60,10,69,5.58841,1.8571,123,"Campaign / Battle Card Driven, Hand Management, Secret Unit Deployment",Wargames
Big Foot,1977,2,4,45,8,64,5.79047,1,124,Roll / Spin and Move,Children's Games
"Tito and his Partisan Army: Yugoslavia, 1941-45",1980,2,2,120,12,148,5.65649,2.6667,733,"Area Movement, Simulation",Wargames
Digit,1987,2,4,20,8,170,5.545,1.3333,328,"Hand Management, Pattern Building, Pattern Recognition",
Babylon,2003,2,2,5,7,286,5.53479,1.6296,442,"Player Elimination, Tile Placement",Abstract Games
Cock Block,2018,2,4,15,13,35,5.84286,2,73,"Area Majority / Influence, Betting and Bluffing, Grid Movement, Pick-up and Deliver",
Kombat Kittens,2014,2,5,20,9,31,5.72581,1.5,105,"Card Drafting, Deck Bag and Pool Building, Hand Management",
With Sword and Shield,2008,2,6,30,12,40,6.025,1.6667,108,"Card Drafting, Hand Management, Team-Based Game",
Escape from Altassar,1982,2,2,60,10,33,5.66667,2.3333,198,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Last Minute,2000,2,3,20,8,33,5.56061,1,122,,
Tilt'n Tumble,1997,2,2,10,6,33,5.59091,1,93,"Pick-up and Deliver, Roll / Spin and Move, Tile Placement",Abstract Games
Seega,0,2,2,20,8,39,5.73077,2.2,114,Point to Point Movement,Abstract Games
Pizzeria Italia,2014,2,6,0,6,44,5.63636,1,89,"Card Drafting, Pattern Building",
Brilliant Lances,1993,2,6,120,12,52,5.55769,3,239,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Hexagon Grid, Impulse Movement, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection",Wargames
Dr. Hrubec,2013,2,5,40,13,53,5.65094,2.25,84,"Dice Rolling, Hand Management",
Phase,2016,2,5,40,14,61,5.87705,2,324,,Customizable Games
Grimslingers: Advanced Duels,2018,1,2,20,14,42,5.54595,1,356,"Push Your Luck, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",
Exago,2004,2,6,30,9,195,5.60282,1.4,493,"Enclosure, Tile Placement",Abstract Games
Monopoly: The Big Bang Theory,2014,2,8,120,12,36,6.01111,0,129,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",
Srebrna flota,1994,2,8,180,0,47,5.71064,3.2222,82,"Dice Rolling, Hexagon Grid",Wargames
Meteor Strike,2010,2,2,10,7,50,5.628,1,201,"Dice Rolling, Enclosure",
Aguila Roja,2010,2,4,90,12,45,5.88578,2.3333,133,"Cooperative Game, Dice Rolling, Point to Point Movement",
Professor Pugnacious,2013,2,4,45,14,83,5.685,2.1667,269,"Card Drafting, Deck Bag and Pool Building, Simultaneous Action Selection",
"Supercharge: Battle of El Alamein, October 1942",1976,1,2,120,12,31,5.60645,2,98,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
Neko-in,2015,3,6,30,7,36,5.53611,1,84,"Area Movement, Dice Rolling, Simultaneous Action Selection, Take That",
Lifetime,1996,3,6,45,12,43,5.54186,1,103,"Hand Management, Push Your Luck",
Prime Wars,2013,2,4,20,0,47,5.63404,1.125,96,,
"Birds, Bugs and Beans",2003,2,6,30,6,54,5.50556,1,109,,Children's Games
Finders keepers!,1993,2,6,20,5,189,5.52857,1.3333,394,Pattern Recognition,Children's Games
Life & Legend,2016,1,4,60,10,33,6.90152,3,70,"Dice Rolling, Set Collection",
Pain Doctors: The Game of Recreational Surgery,1996,2,6,60,14,47,5.75,1.6667,79,Hand Management,
Scorpion,1983,2,4,20,10,33,5.58182,3,107,"Dice Rolling, Roll / Spin and Move",
Groovy Pips,2014,2,6,25,8,42,5.6,1.25,68,Dice Rolling,
Würfel Express,2009,2,6,30,8,54,5.56861,2.3333,102,Dice Rolling,
Psychologizer,0,2,8,0,0,30,6.18833,1.3333,71,Point to Point Movement,
La Segunda Guerra Mundial,1982,2,4,90,0,77,5.62532,1.6316,106,,Wargames
Columbus,1991,2,5,60,10,63,5.56571,1.75,173,Roll / Spin and Move,
Goblin Dice,2015,2,6,30,8,82,5.63598,2,88,"Dice Rolling, Modular Board",
Nessie Hunt,1986,1,5,60,0,52,5.77154,1.6667,125,Roll / Spin and Move,
Dilbert: The Board Game,2006,3,6,90,14,181,5.62265,1.7619,340,,Thematic Games
Get Out,1998,2,8,120,10,244,5.53992,1.5,640,,Family Games
Get Out,1998,2,8,120,10,244,5.53992,1.5,640,, Thematic Games
Caramba!,2004,2,4,30,10,45,5.59111,1.7143,193,"Auction/Bidding, Hand Management",
Kuhno,2016,2,5,20,8,39,5.52692,1,81,,
Eternas,2011,2,2,5,6,34,5.545,1,86,Pattern Building,
Sedition Wars: Battle for Alabaster,2013,2,2,60,12,293,5.63884,3,1596,"Dice Rolling, Modular Board, Variable Player Powers",Thematic Games
Sedition Wars: Battle for Alabaster,2013,2,2,60,12,293,5.63884,3,1596,"Dice Rolling, Modular Board, Variable Player Powers", Wargames
Cluedo: Die drei ???,2013,2,6,30,8,32,5.76562,1.5,77,"Modular Board, Roll / Spin and Move",
Xoom Cubes,2013,2,4,10,6,32,5.39062,1.3333,141,Dice Rolling,
Monkey Butt,2016,2,8,30,8,40,6.1625,1.6667,88,"Hand Management, Memory, Player Elimination, Take That",
Revolución,1999,3,6,45,10,31,5.53226,1.25,54,"Hand Management, Variable Player Powers",
Mafia,1981,3,5,120,13,33,5.54545,1.5,97,Roll / Spin and Move,
Rolf,2017,2,8,30,8,34,5.57353,1.5,85,Voting,
Ringside,1980,2,2,60,10,36,5.54167,2,119,"Dice Rolling, Simulation, Square Grid",
Arktia,2008,2,4,15,12,113,5.49159,2.3333,101,"Area Majority / Influence, Area Movement, Modular Board, Network and Route Building",
Bushi,1970,2,2,60,12,40,5.575,2.5,104,Area Movement,Abstract Games
War in the Aegean,2005,2,2,300,12,42,5.72619,3.8,309,Hexagon Grid,Wargames
My First Triominos,0,2,4,30,4,42,5.59524,0,153,"Cooperative Game, Tile Placement",
Weapons & Warriors: Cavalry Attack Set,1994,2,2,30,7,30,5.533,0,68,,
Babuschka,1982,2,4,30,8,51,5.48039,1.8571,144,,Abstract Games
Samurai Jack: Back to the Past,2018,2,5,60,13,56,6.07107,2,301,"Card Drafting, Cooperative Game, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection",
Zeepkistenrace,2004,2,6,15,6,32,5.59062,1,78,"Simultaneous Action Selection, Variable Phase Order",
Shuffle My Little Pony,2014,2,4,20,5,34,5.57059,1,76,Tile Placement,
Wash Dash,2014,2,6,20,6,45,5.62,1,43,,
Chip-Chip Hurra,2001,2,4,45,6,114,5.47281,1.1111,161,,Children's Games
Avista,0,2,10,15,8,66,5.52803,1,55,,
Gambler,1975,2,4,45,10,284,5.56849,1.1481,613,"Betting and Bluffing, Roll / Spin and Move",
Globetrotters,1984,2,6,90,12,199,5.76181,1.75,406,"Roll / Spin and Move, Set Collection",
Justice League: Axis of Villains Strategy Game,2013,2,4,60,8,229,5.56773,1.5,531,"Cooperative Game, Dice Rolling, Grid Movement, Variable Player Powers",
Il Trono di Mortadella,2016,2,7,45,10,33,6.05455,1,70,Dice Rolling,
Space Bowl,2019,2,8,35,8,31,5.94516,1,42,Pattern Recognition,
Raiding Parties: Golden Age of Piracy,2012,2,4,30,10,47,6.3234,1.6667,193,"Card Drafting, Hand Management",
The Touch,2002,2,6,45,0,37,5.57568,0,55,"Line Drawing, Memory, Pattern Building, Set Collection",Children's Games
Mount Pingo,2015,1,5,15,5,36,5.61944,1,46,,
The 90's Game,2003,2,6,90,15,41,5.79756,1.4,105,,
Tops,2002,2,4,20,7,47,5.51702,1.25,67,,
Wordrop,2002,2,4,30,8,53,5.5717,1.6,129,Tile Placement,
Contigo,1974,2,4,45,12,67,5.69851,2.25,305,"Pattern Building, Pattern Recognition",Abstract Games
Lady Richmond: Ein erzocktes Erbe,2016,2,5,30,8,65,5.52696,1.4,168,"Auction/Bidding, Push Your Luck, Variable Phase Order",
Sky Runner,1999,2,5,30,8,406,5.54656,1.5676,765,"Auction/Bidding, Hand Management, Simultaneous Action Selection",
Borneo,2007,3,5,45,10,182,5.5511,2.1538,470,"Hand Management, Set Collection, Stock Holding",
Cave Pilot 55,2015,1,4,100,14,36,6.55556,3,88,"Card Drafting, Dice Rolling, Modular Board",
Ring it!,2015,2,9,0,5,31,5.52258,1,99,"Pattern Recognition, Player Elimination",
Taboo Quick Draw,2002,4,8,60,8,37,5.64054,1.3333,102,"Line Drawing, Paper-and-Pencil, Team-Based Game",
Dead Stop!,1979,2,2,30,8,37,5.53243,1.75,98,,
Mucks Mäuschen Still,2009,2,4,15,5,34,5.52049,1,81,Dice Rolling,Children's Games
Kesselschlacht: Ukraine Spring 1944,1992,2,2,480,12,50,5.564,3.1818,277,"Dice Rolling, Hexagon Grid",Wargames
Stone Soup,2011,2,6,15,5,57,5.6507,1,134,"Cooperative Game, Memory, Once-Per-Game Abilities",
Casbah,2004,1,4,45,8,35,5.51972,1,73,Tile Placement,
Stellar Armada,2017,1,4,20,13,62,5.66452,1,415,"Action Points, Dice Rolling",
Haiku Warrior,2016,1,4,60,13,34,5.65147,2,145,"Cooperative Game, Dice Rolling, Role Playing",
Spank the Yeti: The Adult Party Game of Questionable Decisions,2016,2,10,30,17,47,5.7266,1,160,Voting,
Aunt Millie's Millions,2007,3,6,20,10,73,5.6911,1.125,213,"Role Playing, Set Collection, Storytelling, Trick-taking",
Globalization,2010,2,6,60,12,84,5.6744,2.5714,206,"Auction/Bidding, Loans",
Lil' Cthulhu,2016,2,5,60,6,55,5.44727,1.6,197,"Auction/Bidding, Hand Management, Player Elimination, Push Your Luck, Set Collection",
SET Junior,2012,2,4,15,5,64,5.50156,1,225,"Pattern Recognition, Set Collection",
Flea Market,2015,3,5,40,8,98,5.50612,1,255,"Auction/Bidding, Dice Rolling",
Monopoly: The Heirloom Edition,1997,2,8,300,8,65,5.37754,2,145,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",
Tricks,1995,3,5,30,10,60,5.6085,1.4286,218,Trick-taking,
Tank Commander: The Eastern Front,1997,2,4,45,10,35,5.9,2.5,153,Area Movement,Wargames
2ème D.B. 'I' Normandie,1983,2,2,0,12,33,5.63636,3.1429,98,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
IQube,2006,1,4,30,0,31,5.51613,0,77,"Memory, Pattern Recognition",Abstract Games
Grunwald 1410,1999,2,2,180,12,37,5.72973,2.8571,209,Hexagon Grid,Wargames
Scene It? 80s,2009,2,12,30,13,51,5.53922,1,190,,
Tabu Body Talk,2001,4,16,0,12,53,5.64151,1.6,173,"Acting, Team-Based Game",
Weapons & Warriors: Lashout Launcher Set,1994,2,2,30,7,30,5.61633,1,67,Roll / Spin and Move,Wargames
Pussy Cat,2003,2,2,20,8,83,5.50602,1.5556,127,,
Shopping List,1995,2,4,15,3,107,5.5514,1,241,"Memory, Set Collection",Children's Games
GearSeed,2016,2,4,30,0,71,5.54131,1.5,310,"Hand Management, Tile Placement",
Code Monkey Island,2014,2,4,45,6,34,5.39412,1.5,121,Card Drafting,
Party Scrabble,2004,2,4,0,8,42,5.66429,2.3333,139,,
Konito?,2012,2,12,30,8,113,5.56947,1,297,"Modular Board, Storytelling",Party Games
"Therapy, The Second Session",1996,3,6,90,16,46,5.49565,1.2,122,Roll / Spin and Move,
FutuRisiKo,1992,3,6,180,10,250,5.59924,2.0526,469,"Area Movement, Dice Rolling, Hand Management",Wargames
Mömmen,2001,2,5,45,7,42,5.58929,1,121,Set Collection,Children's Games
North Sea Oil,1974,2,6,120,12,51,5.5049,2.2,135,"Auction/Bidding, Memory, Simulation, Tile Placement",
Jumpin,1964,2,2,15,8,197,5.52416,1.619,766,Grid Movement,Abstract Games
War of the States: Chickamauga & Chattanooga,2003,2,2,30,12,54,5.53173,2.5833,224,Hexagon Grid,Wargames
Would I Lie to You?,2011,2,8,0,12,36,5.47778,0,110,Team-Based Game,
Pro Foto-Football,1977,2,2,0,12,35,5.54857,1.2,107,,
Viewpoint,2009,2,6,15,7,65,5.87938,1.5,116,Hand Management,
Avatar: The Last Airbender Trading Card Game,2006,2,2,15,0,55,5.50273,1.9,169,,Customizable Games
Beyblade,1999,2,2,10,0,62,5.61532,1,61,,
Six,2008,2,5,6,8,109,5.49679,1,117,Dice Rolling,
Activity Club-Edition,2002,3,16,45,18,116,5.59155,1.3333,268,"Acting, Team-Based Game",
A.D.A.P.T.,2016,2,3,40,7,123,5.6999,2.8571,352,"Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management, Variable Player Powers",
Three Little Pigs,2010,2,4,0,3,44,5.55841,1,128,"Roll / Spin and Move, Set Collection",
Kitten Klash,2018,2,2,2,6,107,5.78103,1,309,"Pattern Recognition, Set Collection",
Sputnik,2005,2,6,15,7,168,5.55096,1.2941,298,Player Elimination,Abstract Games
Sputnik,2005,2,6,15,7,168,5.55096,1.2941,298,Player Elimination, Children's Games
Cranium Junior,2009,2,0,20,7,33,5.42424,1,118,"Acting, Paper-and-Pencil",
Broomsticks and Backflips,2011,2,4,15,4,54,5.5,1,97,Memory,
KRASH!,2001,2,2,60,12,31,5.74194,1.75,71,Area Movement,Wargames
Pick Your Poison,2016,3,8,45,12,55,5.57273,1,203,,
"Rette sich, wer kann!",1983,2,4,30,5,32,5.57812,1,72,"Area Movement, Dice Rolling, Roll / Spin and Move",Abstract Games
Glory Road: The First Battle of Bull Run,1986,2,2,120,12,33,5.63636,2.8,233,"Dice Rolling, Hexagon Grid, Zone of Control",Wargames
Code Breaker,1998,2,4,20,10,38,5.44737,2,117,Hand Management,
Click Clack,2008,2,4,20,5,99,5.4898,1,158,"Roll / Spin and Move, Set Collection",Children's Games
Abagio,2004,2,2,38,10,49,5.49898,1,137,Roll / Spin and Move,Abstract Games
The Brady Bunch Party Game,2018,3,8,20,9,38,5.93158,2,164,,
Pie Rats of the Carob Bean Farm,2016,2,6,45,10,33,6.28485,0,106,"Hand Management, Set Collection, Take That, Trick-taking",
Bücherwurm,2016,2,8,30,8,54,5.49716,0,169,Card Drafting,
The Baton Races of Yaz,1984,2,2,60,8,66,5.42924,1.8571,201,"Grid Movement, Hexagon Grid",Strategy Games
The Baton Races of Yaz,1984,2,2,60,8,66,5.42924,1.8571,201,"Grid Movement, Hexagon Grid", Thematic Games
Die kleine Hexe,2007,2,4,25,5,51,5.56471,1,87,"Cooperative Game, Memory",
"New Phone, Who Dis?",2019,3,20,90,17,49,5.56735,1,218,"Hand Management, Player Judge",
In Pursuit,2001,4,8,60,12,167,5.54946,1.8333,430,"Roll / Spin and Move, Team-Based Game",
Animocrazy ????,2000,4,10,30,10,1141,5.52319,1.2804,1449,Voting,Party Games
Giraffometer,2015,2,8,40,10,99,5.61818,1,113,Voting,
Dingbats,2003,2,0,0,10,34,5.56471,0,126,,
Adeptus Titanicus II,2000,2,2,120,0,36,5.53333,2,62,,Wargames
James Bond 007,1965,2,4,45,10,31,5.57097,1.1667,89,,
Words with Friends,2012,2,4,0,13,82,5.50207,1,324,"Hand Management, Tile Placement",
Point-Blank,1979,2,2,10,8,83,5.63373,1.3333,200,"Area Majority / Influence, Enclosure, Network and Route Building",Abstract Games
Bobby Sitter,2008,2,6,10,5,181,5.49746,1,390,Pattern Recognition,Children's Games
Zombeasts,2014,2,4,20,8,71,5.70498,1.6667,171,,
Charge it!,1972,2,6,30,0,62,5.62177,1,150,,
Clickbait,2018,3,8,30,14,59,5.36525,1,166,Dice Rolling,
Diabolo,2006,3,5,30,8,466,5.51262,1.3469,857,Hand Management,Family Games
Chaos,1970,2,4,20,8,63,5.56349,1.5,238,"Memory, Secret Unit Deployment",Abstract Games
Im Reich des weißen Bären,1991,2,4,45,8,59,5.66949,1.125,139,"Pick-up and Deliver, Roll / Spin and Move",Children's Games
Superbohaterowie,2014,2,5,15,6,41,5.63415,1,70,"Hand Management, Set Collection, Take That",
Festival,2007,4,5,30,0,38,5.5,1.5,52,Card Drafting,
Killer Angels,1984,2,2,300,12,35,5.71429,4.5556,196,"Dice Rolling, Hexagon Grid, Simulation",Wargames
InuYasha TCG,2004,2,2,30,12,31,5.64516,2.4,86,Variable Player Powers,
Rome At War I: Hannibal at Bay,2000,2,2,120,12,113,5.5615,2.1667,363,"Area Movement, Dice Rolling, Simulation",Wargames
Alfapet,1994,2,4,60,10,418,5.55108,1.9394,550,"Hand Management, Tile Placement",Family Games
Rhumb Line,2003,2,2,25,0,47,5.6266,1.1667,119,"Pattern Building, Tile Placement",Abstract Games
For Fame & Fortune,2011,2,6,20,14,39,5.54918,1.4286,72,"Betting and Bluffing, Card Drafting, Hand Management",
Tooor!,2005,2,2,20,12,83,5.50482,1.5,166,"Dice Rolling, Simulation",
Hopple-Popple,1995,2,4,15,3,33,5.48212,1,60,"Dice Rolling, Set Collection",Children's Games
The Garden Game,1980,2,4,0,12,56,5.94464,2,142,"Roll / Spin and Move, Set Collection, Trading",
Verrat!,1999,4,4,60,12,45,5.43111,3,131,"Secret Unit Deployment, Set Collection, Simultaneous Action Selection",
Saratoga: 1777 - Burgoyne vs Gates,1974,2,2,90,0,36,5.37222,2.5714,120,Point to Point Movement,Wargames
Movie Trailer,2012,3,8,45,14,34,5.58529,0,49,,
Button Up!,2012,2,2,15,8,159,5.54057,1.1333,267,Point to Point Movement,Abstract Games
Port of Piraeus,2015,3,6,60,12,53,5.67641,2,42,"Commodity Speculation, Set Collection, Trading",
Pennant Race,1983,1,12,10,12,92,5.55217,1.9231,196,Trading,
Motto,2015,2,4,30,8,62,5.47258,1.3333,61,Set Collection,Family Games
Froop!,2002,2,10,30,0,57,5.50351,1.1429,110,"Pattern Building, Tile Placement",Abstract Games
Waz Baraz,2004,3,6,20,10,79,5.51,1.5,162,,
Muses,2013,1,1,5,0,38,5.50789,1.125,68,Dice Rolling,
Mermaid Beach,2011,2,5,15,6,55,5.76873,1,135,Set Collection,
Lankhmar,1976,2,4,240,12,40,5.6315,2,154,"Alliances, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Negotiation, Player Elimination, Race, Variable Player Powers, Variable Set-up",Wargames
Sid Meier's Civilization: The Boardgame,2002,2,6,360,12,2676,5.5995,3.6574,4599,"Area Movement, Dice Rolling, Set Collection, Simultaneous Action Selection, Trading",Strategy Games
War! Age of Imperialism,2001,2,6,180,12,800,5.60703,2.7975,1454,"Area Movement, Dice Rolling, Simulation",Strategy Games
War! Age of Imperialism,2001,2,6,180,12,800,5.60703,2.7975,1454,"Area Movement, Dice Rolling, Simulation", Wargames
Super Kitty Bug Slap,2017,3,5,20,6,39,5.49231,1,199,"Memory, Pattern Recognition",
Crime Solvers,1986,1,12,120,12,43,5.77093,3,122,,
Black Hole,1978,2,2,30,10,100,5.556,1.7,347,"Grid Movement, Hexagon Grid, Simulation",Wargames
HeroCard Galaxy,2006,2,4,60,10,65,5.65538,2.1667,205,Variable Player Powers,
Star Wars: Star Battle,2015,2,4,45,8,31,5.43871,2,57,"Card Drafting, Dice Rolling, Push Your Luck",
Chutes Away!!!!!,1977,2,4,20,4,47,5.51255,1.25,30,,Children's Games
Kazink,2005,2,4,15,7,80,5.54439,1,275,Team-Based Game,
Discover India,2010,2,5,45,8,134,5.48881,1.8,164,Set Collection,
Officinalis,2019,1,4,30,7,39,5.55248,0,198,"Set Collection, Trick-taking",
Teenage Mutant Ninja Turtles Game,2003,2,4,60,6,123,5.50805,1.2143,378,"Action Points, Dice Rolling, Point to Point Movement, Roll / Spin and Move",
The Witcher: The Adventure Card Game,2007,2,4,60,12,257,5.59689,2.0769,411,"Auction/Bidding, Card Drafting, Hand Management",
LEGO Time Cruisers Game,1997,2,4,30,8,36,5.55601,1,119,"Roll / Spin and Move, Set Collection",Children's Games
UNO House Rules,1998,2,10,30,7,67,5.56716,1,185,Hand Management,
"Piraten, Planken & Peseten",2004,2,4,45,8,51,5.43137,1.5714,102,Action Points,
Rackare!,2015,3,20,60,15,49,5.56122,1.5,96,"Hand Management, Simultaneous Action Selection",
This Belongs in a Museum,2017,2,4,30,10,49,5.76531,2.5,184,"Area Majority / Influence, Set Collection, Tile Placement",
Fanhunter: Las Montañas de la Locura - Electric Boogaloo,2013,1,5,30,10,48,5.72917,1.5,106,Cooperative Game,
Kronen für den König,2013,3,4,45,10,43,5.47674,2,160,Worker Placement,
A Dog's Life,2001,2,6,90,8,575,5.53301,1.8413,810,"Action Points, Area Movement, Pick-up and Deliver, Simulation, Variable Player Powers",Family Games
Dear Leader,2016,5,9,60,13,45,6.06667,1,88,"Acting, Role Playing, Simulation, Storytelling",
Highlander: The Duel,2018,2,2,25,13,38,5.63158,1,136,"Card Drafting, Pattern Recognition, Push Your Luck",
Take a Chance,2009,2,5,30,8,33,5.59091,1.25,95,,
Abbeville 1940,1996,2,2,0,12,30,5.61667,2.8333,180,Hexagon Grid,Wargames
Ninja Dojo Fight!,2015,2,4,15,7,55,5.55273,1,218,"Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection",
Hippo Hopp,2011,2,4,30,8,53,5.52641,1,127,Memory,
Solo Tower Hack,2007,1,1,10,0,57,5.59123,1.5455,69,"Dice Rolling, Paper-and-Pencil",
Crimson Creek,2016,2,6,90,16,256,5.64555,2.6667,943,"Area Movement, Cooperative Game, Player Elimination, Variable Player Powers",
Bid It,2003,2,6,30,8,32,5.45,1,81,"Auction/Bidding, Betting and Bluffing",
Bullwinkle and Rocky Role Playing Party Game,1988,2,10,90,12,70,5.54086,1,274,"Role Playing, Storytelling",
Big Deal,2001,2,6,120,12,118,5.57034,3.1429,241,"Auction/Bidding, Stock Holding",
Shrieks & Creaks,1988,2,4,0,0,46,5.85543,1.5,100,Point to Point Movement,
Candidate,1991,2,6,90,10,180,5.55125,2,316,,Strategy Games
Candidate,1991,2,6,90,10,180,5.55125,2,316,, Thematic Games
Fight on the Beaches,1985,2,2,120,12,45,5.64022,2.7,249,"Dice Rolling, Hexagon Grid",Wargames
Animal Express,2007,2,5,20,5,49,5.47551,1.1429,37,"Betting and Bluffing, Card Drafting, Set Collection",Family Games
Uno: 30 Year Anniversary Edition,2001,2,10,30,7,37,5.72432,1,108,Hand Management,
Monopoly: Game of Thrones,2018,2,6,0,0,82,5.5237,1.3333,346,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",
1984: Animal Farm,2012,3,5,90,12,77,5.50974,2.625,153,"Area Majority / Influence, Team-Based Game",
Mess Machine,2014,2,4,30,10,72,5.61167,2,169,Action Queue,
Raise the Roof,1982,2,4,60,7,51,5.73039,1,121,"Hand Management, Modular Board, Set Collection, Take That",
I Think You Think I Think,1984,2,6,60,12,32,5.49219,1.6667,64,,
Nacho Loco,2007,2,6,20,8,199,5.55799,1,457,Tile Placement,
Race to Riches,1989,2,4,45,10,42,5.45833,1.8333,165,"Commodity Speculation, Stock Holding",
Café Race,2005,3,6,15,8,150,5.53033,1.2727,244,"Auction/Bidding, Dice Rolling, Simultaneous Action Selection",
Math Dice Jr.,0,2,0,10,6,48,5.49193,1,221,Dice Rolling,
UNO Hearts,1994,2,8,30,7,138,5.61978,2.0909,389,"Hand Management, Trick-taking",
3UP 3DOWN,2016,2,6,15,7,44,5.71826,1.5,122,"Hand Management, Push Your Luck, Take That",
1500: The New World,2017,2,6,60,12,42,5.45476,2.2,122,"Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Simulation",
Monopoly: CityVille,2012,2,4,75,8,42,5.65714,0,134,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",
Mob City,2005,2,6,120,12,31,5.87419,3,43,"Auction/Bidding, Campaign / Battle Card Driven, Dice Rolling, Modular Board, Secret Unit Deployment, Variable Player Powers",
Arcadia: The Wyld Hunt,1996,1,5,30,10,150,5.5966,2.2308,280,Modular Board,Customizable Games
Math Dice,2003,1,0,10,8,85,5.48272,1.6667,313,Dice Rolling,
G.O.O.T.M.U.,1992,2,6,60,12,120,5.525,1.4667,194,"Modular Board, Roll / Spin and Move",
Dumm gelaufen!,1998,2,6,30,10,274,5.51223,1.2,673,,
Topminos,1998,2,4,20,6,43,5.46558,1.5,165,Tile Placement,Abstract Games
NE-spelet,1999,1,6,180,14,67,5.58955,2.2,64,Roll / Spin and Move,
Mini Funny Bunny,2004,2,4,10,4,62,5.45161,1,170,Memory,Children's Games
Scoop,1953,2,4,45,7,123,5.69878,1.5455,300,Set Collection,
Eurooppa Tietopeli,0,2,6,45,12,48,5.53125,2,68,"Dice Rolling, Memory",
Columbo Detective Game,1973,2,4,60,10,40,5.575,2,128,"Memory, Set Collection",
Crisis: 2000,1994,2,2,60,12,33,5.45455,1.8333,162,Area Movement,
Hoppa Galoppa,2012,2,4,10,4,31,5.5529,1,55,,
Gateway to the Stars,1994,1,7,0,12,32,5.5,3,95,,
Fruit Ninja: Combo Party,2018,3,6,40,8,127,5.54457,1,355,"Card Drafting, Pattern Recognition, Push Your Luck",
Gemischtes Doppel,2006,1,6,30,16,95,5.50421,1.3333,301,Memory,
Legie,2005,2,2,15,10,98,5.55255,2.6667,179,"Enclosure, Modular Board, Tile Placement",Abstract Games
Red Star/White Star: Tactical Combat in Europe in the 1970's,1972,2,2,90,12,95,5.71474,3.0952,338,"Dice Rolling, Hexagon Grid",Wargames
Icebergs,1982,2,6,60,10,60,5.47333,1.3333,202,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Roll / Spin and Move, Take That",
Tempus Draconis,2003,2,6,60,10,87,5.56724,1.5,195,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Roll / Spin and Move, Variable Player Powers",
Miau!,2013,2,4,10,5,33,5.45152,1,46,Pattern Recognition,
Hot Seat,0,4,10,90,17,35,5.52571,1,189,Voting,
Monsters of the Midway,1982,2,2,60,10,32,5.55937,2.3333,103,"Bias, Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Variable Player Powers, Variable Set-up",
Bounce-Off Rock 'N' Rollz!,2014,2,4,0,7,40,5.4705,0,127,Pattern Building,
Bayon,2002,2,4,30,10,175,5.52669,1.6,425,"Card Drafting, Set Collection",
Squillo: Bordello d'Oriente,2013,2,6,50,18,55,5.56909,2,103,"Deck Bag and Pool Building, Hand Management",
Disney Charades Game,1999,4,99,45,5,55,5.62909,1.3333,224,"Acting, Team-Based Game",Children's Games
Prickly Pile-Up,0,2,2,10,5,45,5.61778,1,104,Stacking and Balancing,
Junior Stratego,1997,2,2,30,4,85,5.46765,1,217,Dice Rolling,Abstract Games
Junior Stratego,1997,2,2,30,4,85,5.46765,1,217,Dice Rolling, Children's Games
