Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Alien vs Predator: The Hunt Begins,2015,1,3,120,12,521,6.95096,3.4583,1411,"Action Points, Area Movement, Dice Rolling, Hand Management, Modular Board, Player Elimination, Role Playing, Secret Unit Deployment, Variable Player Powers", Wargames
Formosa Tea,2019,2,4,90,12,241,7.5815,3.1333,521,Worker Placement,
Eruption,2011,2,6,60,10,896,6.26531,2.0385,947,"Dice Rolling, Team-Based Game, Tile Placement",Family Games
Robber Knights,2005,2,4,45,8,1281,6.15062,2.0127,2448,"Area Majority / Influence, Mancala, Tile Placement",Family Games
Bremerhaven,2013,1,4,120,12,545,6.56171,3.1304,1091,"Auction/Bidding, Auction: Sealed Bid, Constrained Bidding, Pick-up and Deliver, Time Track, Worker Placement",Strategy Games
Zombies!!! 4: The End...,2004,2,6,120,16,1432,6.16657,1.6634,3669,"Roll / Spin and Move, Tile Placement",Thematic Games
Ninja: Legend of the Scorpion Clan,2011,2,4,45,12,607,6.50563,2.6512,1179,"Area Movement, Hidden Movement, Secret Unit Deployment, Team-Based Game",Strategy Games
Ninja: Legend of the Scorpion Clan,2011,2,4,45,12,607,6.50563,2.6512,1179,"Area Movement, Hidden Movement, Secret Unit Deployment, Team-Based Game", Thematic Games
Deadzone,2013,2,4,60,12,322,7.36472,2.8333,920,"Action Points, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers",Wargames
Imperium Romanum II,1985,1,6,240,16,586,6.58703,3.7778,1393,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Pirates of the Spanish Main,2004,2,10,30,10,2765,6.06701,1.7745,4720,"Dice Rolling, Measurement Movement, Pick-up and Deliver, Variable Player Powers, Variable Set-up",Customizable Games
How to Rob a Bank,2017,2,4,30,10,663,6.49563,2.1429,1867,"Action Queue, Modular Board, Team-Based Game",
Capo Dei Capi,2013,2,2,20,8,450,6.76683,1.5909,894,"Area Majority / Influence, Dice Rolling, Push Your Luck, Take That",
Formula-1,1962,2,6,120,10,584,6.63682,1.6727,1036,"Area Movement, Dice Rolling, Events, Race, Scenario / Mission / Campaign Game, Simultaneous Action Selection",Family Games
Take It to the Limit!,2006,1,6,45,10,410,6.84549,2.075,445,"Bingo, Tile Placement",Abstract Games
Next War: India-Pakistan,2015,2,2,480,12,197,8.27284,4.2174,887,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
Déjà Vu,2017,2,6,15,8,516,6.5566,1.1,780,Set Collection,
A World at War,2003,1,8,2880,14,325,7.55554,4.8447,1307,Hexagon Grid,Wargames
Button Men,1999,2,2,5,10,798,6.34705,1.527,1323,"Dice Rolling, Push Your Luck",Customizable Games
Tokyo Express: The Guadalcanal Naval Campaign - 1942,1988,1,2,180,12,332,7.15392,4,1243,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Solo / Solitaire Game",Wargames
Air Baron,1996,2,6,120,10,751,6.39845,2.5484,973,"Area Majority / Influence, Chit-Pull System, Dice Rolling",Strategy Games
Tunisia II,2016,1,2,3000,0,178,8.47921,4.3333,858,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
Nations at War: White Star Rising,2010,2,2,120,12,288,7.4316,2.6042,749,"Chit-Pull System, Hexagon Grid",Wargames
TAGS,2018,2,4,40,10,515,6.58167,1.1429,1155,,Party Games
Rush n' Crush,2009,3,6,60,12,813,6.31028,2.2115,1792,"Dice Rolling, Modular Board, Variable Player Powers",Family Games
Rush n' Crush,2009,3,6,60,12,813,6.31028,2.2115,1792,"Dice Rolling, Modular Board, Variable Player Powers", Thematic Games
Car Wars Compendium,1989,2,8,45,10,320,7.14066,3.2759,764,Hexagon Grid,
Eminent Domain: Battlecruisers,2016,3,5,30,13,673,6.39175,2,2160,"Player Elimination, Simultaneous Action Selection",
Wings of War: Fire from the Sky,2009,2,6,30,13,319,7.21081,2.0294,1062,"Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Wargames
Black Stories 2,2005,2,15,20,12,1163,6.16246,1.2326,2681,,Party Games
Europe in Turmoil: Prelude to the Great War,2018,2,2,240,0,181,8.16713,2.8,430,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simulation, Tug of War",Strategy Games
Europe in Turmoil: Prelude to the Great War,2018,2,2,240,0,181,8.16713,2.8,430,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simulation, Tug of War", Wargames
Pocket Civ,2005,1,2,30,12,525,6.6265,2.7553,764,"Area Majority / Influence, Card Drafting, Modular Board",Strategy Games
Manifest Destiny,2005,3,5,180,12,582,6.4995,3.1928,909,"Campaign / Battle Card Driven, Commodity Speculation, Variable Player Powers",Strategy Games
Dracula's Feast,2017,4,8,15,10,409,6.89311,1.4,1104,"Memory, Player Elimination, Role Playing, Variable Player Powers",
Lemming Mafia,2009,3,6,20,8,1001,6.21322,1.4333,1569,"Betting and Bluffing, Dice Rolling",Family Games
Lemming Mafia,2009,3,6,20,8,1001,6.21322,1.4333,1569,"Betting and Bluffing, Dice Rolling", Party Games
Roads to Leningrad,2004,2,2,180,12,259,7.51045,3.4167,851,"Dice Rolling, Hexagon Grid",Wargames
Tutankhamen,1993,2,6,30,8,1284,6.10766,1.5839,1697,"Card Drafting, Modular Board, Set Collection",Family Games
Shitenno,2011,2,4,60,12,414,6.76087,2.7576,619,"Area Majority / Influence, I Cut You Choose, Set Collection",Strategy Games
Dogs,2013,2,4,60,10,389,6.96774,2.48,906,"Point to Point Movement, Set Collection, Worker Placement",Family Games
Sweden Fights On,2003,2,2,240,12,215,7.71284,3.5556,765,"Dice Rolling, Hexagon Grid",Wargames
North American Railways,2016,3,5,90,12,443,6.71545,2.4615,807,"Auction/Bidding, Stock Holding",
World At War 85: Storming the Gap,2019,2,2,120,14,192,8.84937,3.2143,597,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Giro d'Italia: The Game,2009,2,10,120,14,317,7.13281,2.5357,592,"Modular Board, Simulation",Strategy Games
Relationship Tightrope,1999,3,5,30,8,1011,6.18215,1.3407,1521,"Hand Management, Simultaneous Action Selection, Trick-taking",Family Games
Air Force,1976,1,2,60,12,716,6.45007,3.2212,1731,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection",Wargames
Straw,2006,2,6,30,8,977,6.22953,1.04,1399,"Hand Management, Push Your Luck",Family Games
Passing Through Petra,2018,2,4,60,14,435,6.74437,2.6,731,"Card Drafting, Resource to Move, Set Collection, Worker Placement",
Napoleon in Europe,2001,2,7,360,10,671,6.62605,3.4615,1176,"Area Movement, Dice Rolling, Simulation",Wargames
Exit: The Game - The Enchanted Forest,2020,1,4,90,12,278,7.3243,1.8333,779,,
"The Good, the Bad, and the Munchkin",2007,3,6,90,10,1310,6.19194,1.9545,3305,"Dice Rolling, Trading, Variable Player Powers",Thematic Games
Majolica,2018,1,4,40,10,354,6.95115,2.9,400,Pattern Building,
Dragon Pass,1980,2,3,120,12,442,6.92444,3.4333,1152,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement, Zone of Control",Wargames
The Red Dragon Inn 6: Villains,2017,2,4,60,13,264,8.06439,2.4,1241,"Betting and Bluffing, Hand Management, Player Elimination, Variable Player Powers",
Settlers of Catan: Gallery Edition,2008,3,4,60,10,698,6.71682,2.3,1891,"Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading",
Monopoly Deal,2014,2,3,15,8,955,6.31699,1.0588,2466,"Hand Management, Set Collection, Take That",
Clash of Monarchs,2008,2,4,360,12,332,7.13313,4.0455,1149,"Campaign / Battle Card Driven, Point to Point Movement",Wargames
Babylon 5 Collectible Card Game,1997,2,10,60,10,504,6.72815,3.0851,907,"Hand Management, Role Playing, Variable Player Powers, Voting",Customizable Games
Starship Merchants,2012,2,4,90,14,464,6.62094,2.6957,755,"Commodity Speculation, Pick-up and Deliver",Strategy Games
Neolithic,2016,1,2,45,14,300,7.2477,2.0769,789,"Hand Management, Set Collection, Worker Placement",
Pocket Rockets,2009,2,4,20,10,767,6.347,1.4821,1356,Action Points,Family Games
Boss Monster: Rise of the Minibosses,2018,2,4,45,13,376,7.05932,2.2,1764,"Auction/Bidding, Hand Management, Player Elimination, Take That, Variable Player Powers",
Epic Armageddon,2003,2,8,120,12,269,7.5704,3.122,441,"Dice Rolling, Modular Board, Variable Player Powers",Wargames
Fish Cook,2012,2,6,45,12,359,6.96365,1.8519,713,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Trading",Strategy Games
Fish Cook,2012,2,6,45,12,359,6.96365,1.8519,713,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Trading", Thematic Games
Silver Bullet,2019,2,4,60,8,266,7.37607,2,766,"Hand Management, Set Collection",
Piranha Pedro,2004,2,6,30,8,842,6.24212,1.3034,818,"Grid Movement, Simultaneous Action Selection, Single Loser Game",Family Games
Doctor Who Fluxx,2017,2,6,30,8,435,6.82501,1.8,1571,Set Collection,
Battles for the Ardennes,1978,2,4,90,12,273,7.42656,2.8462,809,"Dice Rolling, Hexagon Grid, Movement Points, Simulation, Zone of Control",Wargames
Blood Bowl: Second Season Edition,2020,2,2,120,12,148,8.80885,3.5455,555,"Critical Hits and Failures, Dice Rolling, Grid Movement, Movement Points, Push Your Luck, Square Grid, Variable Player Powers, Zone of Control",
Raise Your Goblets,2016,2,12,45,8,1296,6.13055,1.4091,2086,"Hand Management, Memory, Team-Based Game, Variable Player Powers",Party Games
BasketBoss,2009,2,5,50,10,576,6.458,2.1299,638,Auction/Bidding,Strategy Games
Volcano,2000,1,6,30,0,395,6.82158,2.3455,339,"Grid Movement, Mancala, Set Collection",Abstract Games
Back to the Future: Dice Through Time,2020,2,4,60,10,331,7.14251,2.0909,1166,"Cooperative Game, Dice Rolling",
Filthy Rich,1998,2,5,60,14,692,6.37768,1.9,1051,Dice Rolling,Family Games
Filthy Rich,1998,2,5,60,14,692,6.37768,1.9,1051,Dice Rolling, Strategy Games
Klunker,1999,3,5,30,10,885,6.22448,1.7674,1446,Set Collection,Family Games
Klunker,1999,3,5,30,10,885,6.22448,1.7674,1446,Set Collection, Strategy Games
Holdfast: Russia 1941-42,2014,1,2,180,10,215,7.75407,2.1034,398,"Action Points, Dice Rolling",Wargames
Scarab Lords,2002,2,2,40,12,1589,6.03807,1.9162,2615,"Area Majority / Influence, Deck Bag and Pool Building, Hand Management",Strategy Games
Spectaculum,2012,2,4,45,8,637,6.38922,1.7111,995,"Commodity Speculation, Enclosure, Stock Holding, Tile Placement",Family Games
Rolling Stock,2011,3,5,240,0,239,7.4264,3.8947,329,"Auction/Bidding, Stock Holding, Trading",Strategy Games
Twin Tin Bots,2013,2,6,50,10,770,6.32231,2.4103,817,"Action Queue, Pick-up and Deliver, Simulation",
Cardline: Globetrotter,2013,2,7,15,8,669,6.40356,1.4231,1472,,Family Games
passtally,2018,2,3,40,8,415,6.75099,1.875,812,"Network and Route Building, Tile Placement",
Anno Domini: Flopps,2001,2,8,30,10,367,6.87362,1.3929,700,Card Drafting,Family Games
Anno Domini: Flopps,2001,2,8,30,10,367,6.87362,1.3929,700,Card Drafting, Party Games
1000 Blank White Cards,1996,3,99,60,5,521,6.65702,1.3896,497,"Deck Bag and Pool Building, Line Drawing, Paper-and-Pencil",Party Games
Tumult Royale,2015,2,4,40,10,569,6.54584,2.1579,1549,"Push Your Luck, Simultaneous Action Selection, Tile Placement",Family Games
Peak Oil,2017,2,5,75,10,486,6.64181,3,1065,"Area Majority / Influence, Card Drafting, Push Your Luck, Set Collection, Simulation, Worker Placement",
Mogul,2002,3,6,45,13,566,6.47329,1.9259,689,"Auction/Bidding, Stock Holding",Strategy Games
Chang Cheng,2007,2,4,60,10,1079,6.16693,2.295,1620,"Area Majority / Influence, Memory",Strategy Games
Axis & Allies 1941,2012,2,5,180,12,1010,6.37043,2.7317,3053,"Area Majority / Influence, Area Movement, Dice Rolling, Team-Based Game",Wargames
Gorechosen,2016,2,4,75,0,354,7.16054,1.875,721,"Deck Bag and Pool Building, Dice Rolling, Grid Movement, Take That",
Castle Itter,2019,1,1,60,13,244,7.75585,2.2857,758,"Action Points, Dice Rolling, Point to Point Movement, Solo / Solitaire Game",Wargames
Phoenix,2003,2,2,20,12,672,6.38383,1.6753,760,"Hand Management, Pattern Building, Pattern Recognition",Abstract Games
Fiesta de los Muertos,2019,4,8,15,12,282,7.26634,1.125,522,"Communication Limits, Cooperative Game",Family Games
Fiesta de los Muertos,2019,4,8,15,12,282,7.26634,1.125,522,"Communication Limits, Cooperative Game", Party Games
Monmouth,2007,2,2,240,14,254,7.39603,2.6154,965,"Dice Rolling, Hexagon Grid, Simulation",Wargames
"The Peloponnesian War, 431-404 BC",1991,1,2,120,12,446,6.72364,3.129,1275,"Dice Rolling, Movement Points, Point to Point Movement, Simulation, Solo / Solitaire Game",Wargames
Cleopatra and the Society of Architects: Deluxe Edition,2020,2,4,60,10,244,7.83329,2.3333,1086,"Auction/Bidding, Enclosure, Hand Management, Set Collection, Tile Placement",
Warpgate,2019,1,6,90,14,273,7.43278,2.8889,435,"Area Majority / Influence, Campaign / Battle Card Driven, Grid Movement, Hand Management, Modular Board, Point to Point Movement, Variable Phase Order, Variable Player Powers",
Far Space Foundry,2015,1,4,80,10,398,6.75933,2.7059,934,"Set Collection, Worker Placement",Strategy Games
Mr. Madison's War: The Incredible War of 1812,2012,2,2,240,14,253,7.45344,2.7381,869,"Campaign / Battle Card Driven, Point to Point Movement",Wargames
Targui,1988,2,4,120,12,714,6.3801,2.3793,1510,"Modular Board, Player Elimination",Strategy Games
Targui,1988,2,4,120,12,714,6.3801,2.3793,1510,"Modular Board, Player Elimination", Wargames
The Big Idea,2000,3,6,45,10,825,6.28927,1.3191,1379,"Player Judge, Stock Holding, Voting",Party Games
30 Rails,2016,1,8,30,10,474,6.67379,1.8125,628,"Dice Rolling, Network and Route Building, Paper-and-Pencil, Solo / Solitaire Game",Family Games
30 Rails,2016,1,8,30,10,474,6.67379,1.8125,628,"Dice Rolling, Network and Route Building, Paper-and-Pencil, Solo / Solitaire Game", Strategy Games
Samurai,1996,2,2,180,12,324,7.08951,3.44,1404,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Switch & Signal,2020,2,4,45,10,265,7.29176,2.1667,570,"Cooperative Game, Network and Route Building, Pick-up and Deliver",
Circus Train (Second Edition),2013,1,5,90,13,313,7.10601,2.381,532,"Action Retrieval, Catch the Leader, Dice Rolling, End Game Bonuses, Hand Management, Point to Point Movement, Set Collection",
Wings of Glory: WW1 Duel Pack,2013,2,2,30,13,217,8.05806,2.2857,607,"Action Queue, Simulation, Simultaneous Action Selection",Wargames
Snorta!,2004,3,8,20,8,1447,6.09511,1.1029,2623,"Acting, Memory",Family Games
Mutants,2019,1,4,60,10,267,7.49169,2.4444,599,"Deck Bag and Pool Building, Hand Management, Variable Player Powers",
Knights of Charlemagne,1995,2,4,30,8,678,6.36255,1.4286,990,"Hand Management, Set Collection, Team-Based Game",Family Games
Gnomopolis,2018,1,4,45,10,305,7.51991,2.625,421,"Deck Bag and Pool Building, Set Collection, Worker Placement",Strategy Games
BONK,2017,2,4,10,8,528,6.53598,1,737,Score-and-Reset Game,Party Games
Tatsu,2016,2,2,45,8,483,6.66859,1.7,888,Roll / Spin and Move,Abstract Games
Conquistador: The Age of Exploration,1976,1,5,420,12,596,6.4801,3.3077,1817,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Turn Order: Progressive",Strategy Games
Conquistador: The Age of Exploration,1976,1,5,420,12,596,6.4801,3.3077,1817,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Turn Order: Progressive", Wargames
Fuji Koro,2019,1,6,120,12,361,7.0788,3.0588,695,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Push Your Luck, Tile Placement",
Monster Crunch! The Breakfast Battle Game,2018,2,5,20,9,649,6.39701,1.1818,1552,"Hand Management, Ladder Climbing, Variable Player Powers",
Dungeon Dice,2014,2,5,20,8,579,6.79314,2.1364,1275,"Deck Bag and Pool Building, Dice Rolling",Family Games
"Exceed: Red Horizon - Reese, Heidi, Nehtali, and Vincent",2016,2,2,20,10,224,7.87299,2.3077,532,"Hand Management, Point to Point Movement, Variable Player Powers",Strategy Games
"The Blitzkrieg Legend: The Battle for France, 1940",2012,2,2,2880,14,202,8.05247,3.8846,911,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Expedition: Famous Explorers,2013,2,6,90,13,399,6.80832,1.9615,970,"Network and Route Building, Point to Point Movement",Family Games
Catan Histories: Rise of the Inkas,2018,3,4,90,12,310,7.27241,2.6667,954,"Dice Rolling, Hand Management, Network and Route Building, Trading",
Fzzzt!,2009,2,4,30,8,864,6.22894,1.6835,1211,"Auction/Bidding, Card Drafting, Deck Bag and Pool Building, Set Collection",Family Games
Twenty One,2017,2,6,15,8,607,6.42928,1,1087,"Dice Rolling, Paper-and-Pencil",Family Games
Steel Wolves: The German Submarine Campaign Against Allied Shipping - Vol 1,2010,1,1,3000,12,226,7.70933,4.1091,982,"Area-Impulse, Chit-Pull System, Dice Rolling, Movement Points, Point to Point Movement, Secret Unit Deployment, Simulation, Solo / Solitaire Game",Wargames
Five Crowns,1996,1,7,30,8,2331,6.0004,1.2522,5665,"Hand Management, Set Collection",Family Games
Ace of Aces: Handy Rotary Deluxe Edition,1986,2,2,20,12,319,7.10151,1.8333,612,"Simulation, Simultaneous Action Selection",Wargames
Touria,2016,2,4,60,10,471,6.62663,1.8,937,"Dice Rolling, Pick-up and Deliver, Point to Point Movement",
Risk (Revised Edition),2008,3,5,90,10,3016,5.98993,2.1737,6555,"Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Set Collection",Wargames
Guild Ball: Kick Off!,2016,2,2,60,12,217,7.75244,3.25,877,"Action Points, Dice Rolling",
Hitler's Reich: WW2 in Europe,2018,1,2,120,14,395,6.89309,3.3478,1100,"Area Movement, Campaign / Battle Card Driven, Simulation, Solo / Solitaire Game",Wargames
"Tri-Pack: Battles of the American Revolution - Guilford, Saratoga, Brandywine",2017,2,2,240,12,200,8.09169,3.25,890,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Dungeon!,1975,1,8,30,8,3789,5.97823,1.5782,8191,"Area Movement, Dice Rolling, Grid Movement, Role Playing, Simulation, Variable Player Powers",Family Games
Dungeon!,1975,1,8,30,8,3789,5.97823,1.5782,8191,"Area Movement, Dice Rolling, Grid Movement, Role Playing, Simulation, Variable Player Powers", Thematic Games
Wings for the Baron (Second Edition),2015,3,5,60,13,238,7.45433,2.4667,423,"Hand Management, Simultaneous Action Selection, Variable Player Powers",Strategy Games
Einstein: His Amazing Life and Incomparable Science,2017,2,4,45,8,461,6.68256,1.5,1054,"Modular Board, Network and Route Building, Pattern Building, Set Collection, Tile Placement",
Monty's Gamble: Market Garden,2003,2,2,180,12,308,7.16618,3.2143,716,"Area-Impulse, Dice Rolling",Wargames
Demeter,2020,1,100,15,14,223,7.59592,2.2222,526,"Paper-and-Pencil, Pattern Building",
Natives,2017,2,4,40,8,358,6.90385,2.1111,593,"Card Drafting, Deck Bag and Pool Building",
Spoils of War,2017,3,5,60,14,393,6.96211,1.5714,857,"Betting and Bluffing, Card Drafting, Dice Rolling, Set Collection",
Tomb: Cryptmaster,2009,2,6,120,12,575,6.53078,2.8611,1143,"Dice Rolling, Memory, Modular Board, Secret Unit Deployment",Thematic Games
